region,product_category,price,discount,rating,marketing_score,seasonality_index,competitor_price,store_count,customer_satisfaction,delivery_time_days,online_ad_spend,units_sold,cost_price,revenue,profit,profit_margin,social_media_mentions,weather_impact_score
Qatar,Shoes,166.03,0.44,4.6,50.25,0.77,200.95,54,72.16,5.6,18164.45,375,108.82,62263,21455.56,0.3446,,0.289013759
Oman,Shoes,123.12,0.49,,82.34,1.14,,55,,6.1,29326.3,462,82.17,56881.9,18920.58,0.3326,,
Qatar,Shoes,104.03,0.12,3.37,69.71,0.85,111.13,8,98.55,6.3,44299.45,325,66.4,33810.76,12229.18,0.3617,6563,0.284728734
Bahrain,Apparel,90.39,0.38,4.61,39.73,1.22,91.41,66,74.55,2.1,44640.05,567,59.89,51249.94,17291.82,0.3374,,
Oman,Apparel,70.22,0.24,,92.72,1.07,,7,66.6,6.4,23441.49,455,49.78,31950.13,9298.85,0.291,,
Kuwait,Shoes,106.63,0.38,3.88,96.14,1.15,106.26,52,79,11.3,4768.86,505,72.65,53847.47,17158.61,0.3187,,
Qatar,Accessories,72.73,0.4,3.86,36.27,1.09,85.92,58,97.44,5.1,22078.22,625,54.02,45454.64,11694.51,0.2573,7614,
Bahrain,Apparel,122.66,0.17,3.96,92.42,0.95,125.69,31,67.62,8.7,31424.51,431,91.93,52866.1,13245.19,0.2505,,
Saudi Arabia,Accessories,37.55,0.08,4.37,98.89,1.19,46.2,9,64.49,,2051.79,699,28.52,26248.22,6313.01,0.2405,3088,0.952588232
Kuwait,Shoes,80.32,0.15,7.171150595,59.48,1.29,84.78,20,70.16,5.6,22761.99,396,45.75,31804.86,13686.6,0.4303,7422,0.767113085
Bahrain,Apparel,84.51,0.33,3.12,50.99,1.29,68.52,28,61.09,6.5,16084.78,541,54.22,45722.05,16391.15,0.3585,,
Bahrain,Apparel,103.25,0.27,3.33,45.77,0.8,114.19,57,75.28,,14003.26,343,72.16,35414.18,10662.26,0.3011,2037,
Bahrain,Accessories,20.23,0.41,3.39,93.77,1.1,24.61,32,86.52,2.4,42509.84,682,15.58,13796.7,3168.99,0.2297,2766,
Qatar,Shoes,167.98,0.29,3.02,81.04,1.03,186.35,65,63.26,9.2,1919.66,403,110.4,67695.21,23202.35,0.3427,9390,0.212477781
Kuwait,Accessories,62.47,0.16,4.61,99.85,0.86,,60,84.05,2.8,3188.55,609,47.03,38045.23,9404.94,0.2472,3604,
Saudi Arabia,Accessories,61.99,0.14,4.39,62.65,1.1,53.15,45,84.98,11.9,27194.08,600,46.73,37196,9157.57,0.2462,1226,0.361493366
Kuwait,Shoes,185.89,0.27,4.6,84.6,0.89,196.1,15,83.6,5.4,23340.75,383,116.14,71196.48,26713.07,0.3752,1621,0.443055987
Bahrain,Accessories,20.34,0.3,4.5,94.44,0.94,16.16,53,61.74,6.9,45785.39,684,15.48,13911.64,3320.84,0.2387,,
Bahrain,Shoes,72,0.02,4.8,81.79,1.07,84.21,25,85.62,3.6,46884.25,408,46.29,29374.4,10488.29,0.3571,,
Qatar,Apparel,26.15,0.11,3.98,45.27,0.91,28.2,44,88.23,13.4,44905.8,503,18.32,13152.4,3938.4,0.2994,,
Oman,Shoes,138.93,0.19,4.73,67.83,0.94,170.77,6,67.36,10.6,39755.08,321,85.72,44595.39,17079.82,0.383,6033,0.202988929
Qatar,Apparel,463.5146104,0.06,4.6,32.58,1.29,48.05,67,76.61,1,2416.57,8580,39.08,41346.75,15555.75,0.3762,,0.198058346
Oman,Accessories,88.18,0.31,4.44,24.71,1.25,83.31,58,94.43,3.3,24013.95,671,61.89,59168.47,17642.36,0.2982,7150,
Qatar,Accessories,89.23,0.26,3.27,44.65,0.88,93.77,24,84.5,,20967.14,541,63.14,48274.57,14117.8,0.2924,,0.371133762
Saudi Arabia,Accessories,66.53,0.03,3.08,95.57,1.24,,46,72.71,8.5,1224.42,676,53.65,44972.92,8707.14,0.1936,,0.656957108
Kuwait,Accessories,34.29,0.13,,93.49,0.78,,39,78.3,6.8,1788.6,604,27.3,20711.86,4222.27,0.2039,,
Oman,Shoes,120.06,0.17,4.74,65.47,0.91,137.17,51,82.52,6.9,36519.45,369,67.54,44301.93,19380.22,0.4375,,
Bahrain,Shoes,154.9,0.12,4.84,47.68,1.04,117.89,14,69.97,1.2,46981.25,281,100.72,43526.59,15223.37,0.3497,4123,
Bahrain,Shoes,213.66,0.33,4.83,78.55,1.08,208.25,6,,5.6,10244.6,218,119.72,46577.72,20478.48,0.4397,2282,0.901001436
Saudi Arabia,Shoes,616.1451996,0.12,4.73,63.99,0.95,70.87,66,84.21,12.9,3988.88,5265,55.04,33726.53,11434.33,0.339,2549,
Kuwait,Apparel,65.83,0.38,4.19,39.39,0.71,64.14,55,77.09,1.2,48290.77,496,40.39,32650.74,12616.39,0.3864,,0.165924367
Qatar,Accessories,87.75,0.11,4.51,53.43,0.82,85.02,40,89.14,10.7,22846.33,499,66.6,43787.83,10556.01,0.2411,8247,0.175469881
Kuwait,Apparel,136.49,0.36,4.8,70.38,1.16,109.05,53,84.5,2.7,23361.47,511,96.83,69744.26,20265.99,0.2906,,0.960559689
Kuwait,Shoes,189.78,0.33,3.05,78.55,1.17,195.07,15,90.12,1.8,41157.55,360,115.11,68321.03,26880.66,0.3934,708,0.351233171
Qatar,Shoes,109.07,0.02,4.71,52.05,0.7,93.12,45,84.04,12.4,1549.06,350,76.29,38175.73,11474.82,0.3006,,0.369613601
UAE,Shoes,113.27,0.46,4.92,76.06,0.72,,63,90.76,2.6,15662.6,532,64.39,60258.05,26004.47,0.4316,,
Saudi Arabia,Shoes,240.46,0.23,3.87,70.37,0.94,289.22,33,74.75,9.1,47632.3,232,136.14,55787.69,24202.15,0.4338,,0.682504741
Bahrain,Apparel,84.85,0.2,7.171150595,57.52,1.13,66.56,13,67.71,11.8,28472.61,388,51.24,32921.75,13040.89,0.3961,8323,
Saudi Arabia,Accessories,23.61,0.43,4.37,24.58,0.91,28.45,46,89.54,2,18799.49,612,19.28,14451.37,2650.02,0.1834,,0.648347056
UAE,Accessories,8.4,0.12,4.87,52.83,0.79,9.83,14,61.45,12.5,37221.26,566,6.68,4754.89,974.7,0.205,,0.21037971
Bahrain,Accessories,57.61,0.38,4.77,20.57,0.82,63.44,52,73.64,9.6,7534.71,552,41.86,31803.13,8697.83,0.2735,595,
Saudi Arabia,Accessories,83.27,0.05,4.24,45.58,0.88,100.06,40,62.65,2.4,15145.66,535,69.19,44548.56,7533.29,0.1691,3020,
Kuwait,Shoes,189.86,0.02,4.86,71.15,0.97,223.5,29,84.42,3.9,42747.95,402,121.91,76321.89,27312.52,0.3579,8751,
UAE,Shoes,74.43,0.02,3.13,57.73,1.12,92.04,47,77.45,2.9,9681.7,392,46.56,29175.06,10923.32,0.3744,3680,0.902712313
Saudi Arabia,Shoes,177.31,0.26,4.55,40.86,0.86,199.3,57,84.68,12.5,46652.4,326,109.57,57801.71,22080.3,0.382,,
UAE,Apparel,57.69,0.26,3.75,50.08,0.95,44.65,17,69.37,,6066.89,511,41.9,29479.65,8070.42,0.2738,6248,
UAE,Apparel,73.98,0.13,4.37,95.11,1.14,86.77,55,63.57,1.8,4335.5,648,45.56,47939.45,18417.7,0.3842,,0.056170606
Qatar,Shoes,160.15,0.12,4.16,40.53,0.8,198.59,41,96.15,13.2,49557.21,320,108.51,51246.86,16522.59,0.3224,,
Bahrain,Accessories,82.5,0.28,3.57,34.63,1.3,76.7,49,68.4,1.8,15389.75,651,61.96,53709.44,13372.44,0.249,,0.876902162
Saudi Arabia,Shoes,143.88,0.21,3.9,66.05,0.74,127.13,25,77.15,12.4,6204.56,228,80.45,32805.75,14462.9,0.4409,,0.562389911
Qatar,Accessories,79.04,0.47,4.92,29.06,1.27,79.79,34,75.46,,39309.96,770,66.41,60859.23,9721.4,0.1597,9438,
Qatar,Apparel,29.53,1.333894765,4.04,79.05,1.25,29.44,38,,5.6,3277.41,698,21.93,20609.17,5304.79,0.2574,3400,
Oman,Accessories,58.28,0.46,3.67,30.96,1.08,60.04,49,84.8,9.7,20602.25,590,48.01,34383.65,6060.51,0.1763,3948,
Bahrain,Accessories,81.49,0.01,4.15,70,1.04,72.77,48,85.66,10.4,49000.4,581,60.2,47344.29,12370.88,0.2613,,
Qatar,Accessories,-46.26,0.09,4.65,65.83,1.19,51.94,55,68.91,,32764.66,747,38.05,34553.75,6133.02,0.1775,1506,0.228099181
UAE,Shoes,140.66,0.48,3.42,20.57,0.72,164.72,63,78.72,5,36367.9,336,88.15,47261.95,17644.18,0.3733,,
Saudi Arabia,Apparel,138.53,0.39,4.67,22.09,0.88,155.41,50,,2.8,19886.17,424,89.04,58736.57,20981.99,0.3572,,
Bahrain,Apparel,28.83,0.42,4.93,90.37,0.91,33.57,52,80.96,10.2,48892.25,610,18.66,17586.34,6202.23,0.3527,,
Oman,Shoes,114.19,0.37,4.12,42.48,1.01,114.74,43,70.87,12.8,9311.44,400,65.4,45674.31,19512.73,0.4272,5223,
Bahrain,Shoes,145.62,0.28,3.49,94.81,1.3,141.88,55,79.66,8.9,15662.25,514,98,74846.71,24475.29,0.327,3677,0.098718289
Qatar,Apparel,130.61,0.15,3.63,51.05,1.22,115.8,69,60.8,2.5,39993.8,530,95.76,69220.77,18470.4,0.2668,,
Bahrain,Accessories,47.21,0.35,3.35,53.33,1.26,56.75,31,79.16,8.7,40868.51,658,36.65,31066.29,6948.2,0.2237,,
Bahrain,Accessories,68.28,0.24,4.01,42.13,1.18,76.8,52,74.89,8.3,34364.25,561,49.72,38304.06,10409.05,0.2717,3615,
Bahrain,Apparel,100.59,0.48,4.55,67.7,1.2,92.88,25,63.5,,8128.43,561,66.82,56430.79,18944.63,0.3357,,0.554399227
Oman,Shoes,116.03,0.28,3.65,25.63,1.12,141.45,12,60.98,12.2,18923.73,321,65.1,37244.8,16346.21,0.4389,,
Oman,Apparel,119.29,0.46,4.99,87.42,0.87,113.41,50,87.52,11.2,49070.97,480,84.53,57259.61,16685.99,0.2914,9258,0.9847764
Kuwait,Apparel,55.77,0.36,4.88,55.7,1.27,69.53,33,98.23,3,20081.71,623,34.91,34743.77,12992.57,0.374,4763,0.13065728
UAE,Shoes,221.39,0.39,3.53,94.48,1.2,178.88,32,88.54,2.2,40486.52,354,141.43,78371.09,28306.17,0.3612,4021,
Kuwait,Apparel,94.35,0.22,3.23,20.59,1.24,99.72,26,62.79,,6965.22,410,58.63,38684.99,14648.24,0.3787,3028,0.546577788
Kuwait,Accessories,14.68,1.333894765,3.08,62.52,1.18,13.78,14,95.39,,45044.74,686,12.06,10069.82,1796.56,0.1784,,0.439529951
Bahrain,Shoes,237.83,0.28,4.11,90.51,1.15,261.75,14,,9.6,39249.87,214,139.43,50896.44,21058.95,0.4138,5888,
Qatar,Accessories,54.29,0.43,3.29,80.04,0.77,43.82,63,70.58,10.2,33137.84,634,41.16,34420.38,8323.63,0.2418,,0.79717462
Qatar,Shoes,194.32,0.01,4.26,48.61,1.04,236.41,51,86.89,12.1,8730.53,256,116.39,49745.38,19948.41,0.401,5693,0.345648471
Kuwait,Shoes,155.06,0.05,,98.69,0.83,168.68,12,84.89,6.3,23347.63,239,108.31,37058.79,11171.66,0.3015,,0.882456153
Qatar,Apparel,74.28,0.01,3.27,29.67,1.24,,42,90.56,5.7,14155.65,536,54.79,39811.86,10446.51,0.2624,5371,0.962368884
Kuwait,Shoes,215.38,0.18,,81.08,0.82,218.82,60,79.85,6.1,42138.86,342,136.67,73659.2,26918.54,0.3654,1249,
UAE,Accessories,39.91,0.16,4.31,67.12,0.85,41.05,47,72.61,5.7,6935.23,643,29.29,25661.08,6824.89,0.266,,
UAE,Shoes,167.31,0.44,4.03,30.43,1.23,190.62,6,61.06,6.4,14495.57,291,93.75,48686.21,21405.82,0.4397,,
UAE,Apparel,97.75,0.46,,20.21,0.77,73.57,6,97.91,3.1,43015.91,403,62.45,39394.62,14227.49,0.3612,,
Oman,Accessories,42.18,0.19,,59.65,1.15,45.13,26,60.36,8.8,23500.04,608,32.45,25646.51,5915.11,0.2306,,
Oman,Apparel,87.13,0.12,4.34,36.96,0.84,74.58,6,69.77,5.9,7072.98,320,60.74,27881.71,8445.93,0.3029,,0.172894292
Kuwait,Shoes,196.01,0.33,4,34.95,1.29,232.55,32,75.09,3.5,38415.5,294,134.73,57627.66,18018.38,0.3127,,
Qatar,Apparel,117.38,0.45,4.87,24.54,0.91,136.36,15,71.36,1.3,34563.13,463,74.9,54347.65,19666.65,0.3619,2497,0.621890462
UAE,Accessories,50.06,0.21,4.44,38.98,0.88,39.46,47,78.41,1.7,4358.58,575,35.84,28786.69,8176.64,0.284,,0.969733912
Oman,Apparel,39.73,0.1,4.87,82.16,0.74,43.07,36,75.94,4,30621.03,519,28.95,20617.52,5590.03,0.2711,,
Oman,Shoes,180.02,0.23,,28.42,0.76,161.46,36,68.58,1.5,48195.85,190,120.48,34203.14,11311.89,0.3307,5570,
Bahrain,Apparel,92.03,0.13,3.6,34.11,0.86,104.59,23,97.49,2.3,31356.31,411,66.7,37824.02,10411.93,0.2753,,
UAE,Shoes,171.42,0.39,4.54,92.85,1.1,178.76,19,84.58,9.4,29860.45,462,103.25,79195.37,31491.7,0.3976,9504,
Kuwait,Apparel,120.11,0.26,4.29,81.68,1.25,107.74,56,73.75,1.8,31098.28,593,87.85,71222.54,19124.94,0.2685,,0.360854805
Oman,Accessories,79.77,0.07,4.8,45.12,0.94,59.94,26,72.65,9.4,47384.44,484,61.36,38609.94,8912.12,0.2308,,0.398025483
UAE,Shoes,229.27,0.21,,91.24,1.25,257.25,11,90.51,1.2,48908.21,270,138.03,61904.04,24635.33,0.398,,0.598519735
Qatar,Accessories,66.87,0.13,3.63,45.55,0.82,56.98,41,81.61,3.6,3682.06,495,51.7,33100.55,7510.68,0.2269,5473,0.085831117
Qatar,Apparel,139.52,0.25,3.01,39.65,1.26,106.43,61,99.38,6.9,40915.53,502,91.68,70040.03,24017.35,0.3429,,0.061944779
UAE,Accessories,61.85,0.15,3.47,27.12,0.72,53.17,59,86.02,3.8,43920.73,481,47.13,29749.82,7081.96,0.2381,,0.576702991
Qatar,Shoes,-89.12,0.35,4.93,31.88,0.78,,13,98.16,12.2,2446.87,383,55.48,34134.71,12887.22,0.3775,,
Qatar,Apparel,51.57,0.36,4.24,61.52,0.95,40.87,28,72.03,13,4842.86,530,35.92,27332.74,8292.66,0.3034,,
Bahrain,Shoes,132.78,0.28,4.97,74.05,0.87,104.84,36,,1.5,12999.85,318,79.4,42224.43,16976.22,0.402,7969,
Qatar,Apparel,99.84,0.3,4.62,35.89,1.26,124.37,62,82.47,3.7,8509.94,592,71.22,59105.91,16941.12,0.2866,,
Kuwait,Shoes,138.09,0.48,,94.23,0.82,130.58,36,94.05,2.9,3565.03,394,83.15,54409.32,21647.35,0.3979,1446,0.962722373
Bahrain,Apparel,31.92,0.26,3.01,23.87,1.19,35.57,13,81.75,5.5,4824.55,453,20.56,14461.55,5148.81,0.356,,0.057637798
Kuwait,Apparel,74.44,0.09,,70.03,1.07,69.36,59,61.35,10.9,8285.43,521,53.03,38782.82,11155.76,0.2876,,
Bahrain,Apparel,51.58,0.32,7.171150595,56.67,1.26,39.54,64,87.7,5.6,35687.7,544,34,28062.13,9563.63,0.3408,5374,
Bahrain,Accessories,76.99,0.07,4.23,60.88,1.06,72.73,60,87.32,2,45824.23,610,54.42,46965.99,13767.16,0.2931,3279,
UAE,Apparel,44.09,0.31,4,57.44,1.14,,51,79.8,8.4,16358.74,631,27.47,27818.47,10487.69,0.377,8445,
UAE,Shoes,157.19,0.23,4.91,38.07,0.97,126.18,51,,11,5121.89,430,88.83,67589.7,29394.09,0.4349,,
Saudi Arabia,Apparel,80.36,0.09,4.18,97.21,1.01,71.94,22,86.4,10.8,42648.25,516,55.35,41467.44,12907.17,0.3113,5821,
Oman,Accessories,73.53,0.3,3.09,94.73,0.73,75.84,30,66.36,6.4,21211.03,512,56.58,37647.61,8677.54,0.2305,,
Oman,Apparel,130.96,0.14,4.13,39.15,1.09,124.99,13,98.91,8.7,39461.13,399,88.89,52252.33,16784.7,0.3212,6758,
UAE,Shoes,197.47,0.02,3.83,46.17,0.98,150.36,61,88.05,1.6,36917.11,207,110.39,40876.75,18025.81,0.441,,0.208313963
Saudi Arabia,Shoes,93.2,0.46,4.93,96.84,1.04,72.72,42,88.92,11.5,34312.87,547,57.58,50980.45,19483.97,0.3822,,
Qatar,Shoes,118.74,0.45,4.66,97.42,0.83,104.48,40,75.96,5.5,34393,431,75.19,51178.73,18770.95,0.3668,,
Bahrain,Accessories,80.16,0.37,4.28,90.77,1.22,92.19,19,97.15,,41004.79,686,64.07,54991.1,11041.8,0.2008,2665,0.545061204
Kuwait,Accessories,86.03,0.32,3.24,54.12,0.99,100.48,-18,,10.2,11630.97,498,67.18,42841.35,9383.74,0.219,4865,
Kuwait,Shoes,129.72,0.32,3.3,65.44,0.92,145.52,34,82.04,13.8,4487.18,385,72.79,49940.38,21915.3,0.4388,4427,0.941829682
Kuwait,Shoes,170.88,0.19,4.98,43.54,0.84,166,66,79.62,,18961.48,306,102.88,52289.99,20809.55,0.398,,0.79593711
Saudi Arabia,Shoes,82.88,0.32,4.75,45.6,0.74,,22,64.97,,2490.24,347,47.85,28758.33,12155.88,0.4227,6070,
Kuwait,Apparel,53.82,0.18,3.67,64.98,0.82,51.44,8,75.2,2.9,12816.28,375,40.05,20183.54,5164.64,0.2559,,0.714743937
Kuwait,Accessories,59.55,0.06,3.54,85.85,1.09,50.49,40,99.95,11.8,14643.68,627,42.39,37339.32,10762.94,0.2882,7864,0.987849312
Oman,Shoes,176.08,0.36,,71.44,1.11,193.75,35,65.55,8.5,48569.83,303,120.61,53352.87,16809.05,0.3151,,
Qatar,Apparel,73.67,0.22,3.16,47.01,1.09,,66,90.35,4.7,8756.32,575,44.55,42359.6,16744.63,0.3953,,
UAE,Shoes,228.05,0.16,3.73,36.16,0.9,281.36,5,63.53,9.2,30458.83,205,140.43,46750.95,17962.59,0.3842,3417,0.739996576
Oman,Apparel,133.41,0.32,4.36,41.47,0.79,,8,,7.9,23164.22,334,85.15,44559.58,16120.66,0.3618,5114,0.306890715
UAE,Shoes,155.8,0.16,4.27,62.65,0.84,137.55,39,70.09,12.7,18026.09,321,91.43,50012.32,20664.25,0.4132,3853,0.827818596
Kuwait,Apparel,41.31,0.36,3.76,65.04,0.84,49.41,64,94.05,4,12065.76,529,29.5,21854.94,6250.85,0.286,5391,
Oman,Shoes,205.69,0.11,4.65,74.95,1.12,225.53,6,76.88,2.8,15160.3,227,137.51,46692.07,15476.84,0.3315,,
Saudi Arabia,Accessories,68.13,0.16,4.5,45.28,1.12,84.2,68,,10.8,15277.79,624,57.55,42514.62,6606,0.1554,,
Kuwait,Apparel,127.15,0.22,4.69,45.09,0.77,129.72,8,,14,44557.64,326,90.63,41449.62,11904.63,0.2872,4076,0.581461123
Qatar,Apparel,104.29,0.1,4.96,48.5,1.17,102.36,26,85.3,12.4,6039.37,512,72.76,53395.1,16143.88,0.3023,7187,
Oman,Shoes,184.84,0.26,3.65,26.01,0.83,142.34,14,84.02,1.5,5066.51,159,128.95,29389.59,8885.79,0.3023,,0.092947981
Bahrain,Accessories,14.46,0.46,3.65,83.64,0.85,15.64,36,75.39,12.8,15805.05,622,11.99,8991.59,1532.37,0.1704,825,0.039275341
Bahrain,Accessories,42.04,0.22,3.28,43.21,1.28,36.02,29,82.97,12.1,7134.67,642,34.77,26990.16,4667.65,0.1729,5671,
Saudi Arabia,Accessories,8.88,0.25,3.37,25.91,0.96,8.37,42,98.59,,7404.29,536,6.8,4761.27,1117.37,0.2347,6947,0.993162621
Kuwait,Shoes,121.8,0.46,4.33,79.18,0.87,110.09,56,91.16,5.1,8297.85,398,70.96,48477.75,20236.11,0.4174,,0.059464064
Qatar,Apparel,87.33,0.09,3.24,49.09,0.92,99.25,30,62.18,5.1,33301.48,399,57.64,34843.53,11846.5,0.34,,0.322689454
Kuwait,Apparel,54.15,0.05,3.7,45.28,0.78,49.26,7,62.44,2.5,29889.07,341,38.32,18466.58,5398.79,0.2924,,
Saudi Arabia,Shoes,243.42,0.14,3.31,32.6,1.05,,47,80.69,9.2,18192.16,147,142.12,35782.5,14890.87,0.4161,,
Qatar,Apparel,138.7,0.38,4.43,60.97,0.9,126.85,63,87.78,9.9,27728.69,503,92.52,69767.42,23229.58,0.333,8693,
Kuwait,Apparel,120.78,0.11,4.89,26.36,0.72,129.95,27,99.5,1.9,33046.01,336,88.1,40581.45,10978.36,0.2705,,
Bahrain,Apparel,121.97,0.14,4.75,60.41,0.87,123.71,34,91.47,1.3,2020.21,384,74.81,46834.97,18106.69,0.3866,4512,0.774434338
UAE,Shoes,160.97,0.4,4.16,33,1.21,195.19,51,63.43,,8765.03,417,94.53,67125.97,27706.11,0.4127,,
Qatar,Apparel,44.85,0.5,3.53,30.47,1.2,38.3,57,85.62,12.9,33688.97,647,32.96,29019.34,7692.63,0.2651,8490,
Qatar,Shoes,222.2,0.41,3.73,95.99,0.81,274.05,12,91.36,11.3,9301.21,294,148.82,65325.62,21573.89,0.3303,,
Kuwait,Shoes,175.6,0.32,3.44,69.31,0.74,171.26,-33,93.59,2.8,21740.33,337,114.02,59178.46,20755.04,0.3507,5178,0.775113858
Oman,Apparel,25.85,0.4,4.61,77.96,1.06,22.31,23,64.02,3.6,33545.32,553,16.65,14295.54,5089.53,0.356,6669,0.867781114
Saudi Arabia,Apparel,131.24,0.43,3.84,31.68,1.23,115.86,29,61.61,13.4,12882.99,425,83.23,55777.86,20404.96,0.3658,,
Kuwait,Shoes,213.02,0.25,4.52,94.78,0.94,185.53,7,71.47,6.7,6085.01,280,123.69,59644.88,25010.53,0.4193,,0.967636253
Bahrain,Accessories,30.32,0.19,4.91,80.23,0.71,34.84,69,79.63,9.8,44084.34,580,25.69,17586.98,2686.09,0.1527,7551,
Bahrain,Accessories,65.8,0.06,4.35,67.74,1.28,60.81,41,,9.6,13705.1,666,53.13,43823.74,8441.89,0.1926,7920,0.845913185
Saudi Arabia,Shoes,123.15,0.06,4.8,90.13,1.13,142.97,18,92.66,4.1,42531.38,388,79.56,47780.74,16910.64,0.3539,3500,
UAE,Shoes,128.54,0.24,3.98,70.52,0.91,141.86,12,61.98,13.6,22160.44,367,71.93,47175.06,20776.63,0.4404,1077,0.053157148
Bahrain,Shoes,205.8,0.17,,28.79,1.28,240.18,61,81.76,4.3,40768.27,401,118.3,82527.73,35089.95,0.4252,,
Bahrain,Apparel,127.68,0.31,4.51,73.38,1.23,115.1,12,61.25,,10887.34,490,84.25,62561.4,21280.2,0.3401,,0.648711979
Qatar,Shoes,215.49,0.29,3.87,67.12,0.93,267.32,39,97.05,9.3,39496.7,251,135.14,54088.49,20168.16,0.3729,,
Bahrain,Shoes,188.69,0.41,4.69,92.2,0.81,164.11,8,78.47,11.3,19158.44,384,115.31,72455.34,28177.01,0.3889,6375,
Saudi Arabia,Apparel,107.28,0.2,4.3,75.09,0.78,126.91,57,80.22,13.3,4928.84,463,66.02,49670.47,19103.86,0.3846,9129,
Bahrain,Accessories,47.65,0.13,3.38,81.08,0.77,44.53,31,95.66,13.7,41899.78,492,39.69,23441.67,3912.8,0.1669,,0.870453726
Kuwait,Apparel,123.58,0.31,3.43,73.5,0.87,102.84,22,72.94,11.6,46770.41,432,77.75,53387.07,19800.51,0.3709,223,
Saudi Arabia,Apparel,110.05,0.32,3.91,29.42,0.82,97.36,18,99.54,8.2,30179.08,350,76.58,38518.58,11717.05,0.3042,,0.089285538
Oman,Apparel,91.26,0.15,4.59,56.92,1.11,69.3,47,61.96,6,8614.94,544,66.27,49647.23,13598.48,0.2739,644,
UAE,Apparel,59.81,1.333894765,,52.85,1.16,51.66,21,73.69,4.5,9287.33,537,38.12,32120.47,11651.89,0.3628,,0.03737004
Saudi Arabia,Shoes,115.25,0.21,3.22,69.25,0.92,108.39,32,66.64,2.3,2036.22,324,70.43,37341.46,14521.38,0.3889,151,
Qatar,Shoes,208.97,0.43,4.01,76.54,0.81,220.37,46,67.64,,30862.1,427,135.89,89231.65,31204.5,0.3497,,0.86180472
UAE,Shoes,86.56,0.2,3.74,23.49,1.03,83.31,37,76.27,5.2,8391.93,389,51.08,33670.44,13799.54,0.4098,3401,
UAE,Unknown_Category,71.26,0.47,4.49,55.48,1.19,,24,92.29,2.3,21994.32,734,51.99,52304.28,14144.88,0.2704,,0.281290314
Qatar,Accessories,87.25,0.17,3.97,74.74,0.93,103.39,51,84.62,8.4,2958.21,644,66.38,56189.79,13441.85,0.2392,1036,
Oman,Shoes,144.13,0.19,4.84,73.39,0.92,108.76,68,78.8,2.9,35880.24,414,94.03,59668.59,20740.83,0.3476,8246,
UAE,Shoes,763.6708394,0.31,4.03,46.08,0.92,123.83,8,,7.5,36519.81,4589,60.7,36437.29,15011.38,0.412,,0.771597112
Saudi Arabia,Shoes,141.93,0.34,3.03,62.79,1.13,131.71,10,89.3,11.1,8523.21,298,91.81,42294.27,14935.15,0.3531,1215,0.771591293
UAE,Shoes,219.4,0.35,4.91,46.06,1.04,183.1,44,74.34,8.6,45069.24,323,140.88,70866.73,25361.77,0.3579,,0.087479134
Oman,Accessories,82.27,0.32,3.14,96.54,1.05,63.65,22,62.11,6.9,13490.51,577,65.08,47466.98,9918.62,0.209,,0.441192382
UAE,Shoes,88.78,0.34,,27.79,1.13,108.89,63,,12.7,37186.48,517,61.2,45898.38,14256.66,0.3106,6740,0.711651956
UAE,Accessories,36.68,0.07,3.49,90.39,1.26,32.12,39,61.44,10.2,20548.33,757,26.3,27763.34,7855.41,0.2829,,0.380384713
UAE,Shoes,76.7,0.32,3.1,49.77,1.24,72.94,7,65.47,,31538.97,408,45.8,31293.24,12605.29,0.4028,,0.914446723
Kuwait,Shoes,178.15,0.26,3.34,38.34,0.76,219.46,5,63.94,2.1,30511.95,210,98.49,37410.95,16727.3,0.4471,,0.2200522
Saudi Arabia,Accessories,60.13,0.23,4.81,64.55,1.26,,27,92.27,3.1,36373.13,689,49.27,41432.11,7487.38,0.1807,4243,
Kuwait,Shoes,170.76,0.35,3.51,52.74,1.18,209.67,28,61.9,3.7,1744.77,285,101.77,48666.63,19663.1,0.404,2607,0.231612211
Kuwait,Apparel,47.68,0.04,4.06,59.46,1.06,51.1,17,68.49,9.9,47573.72,436,34.08,20787.66,5929.25,0.2852,,
Bahrain,Accessories,85.17,0.22,3.92,33.28,0.92,102.42,46,89.08,8.2,43362.44,531,65.17,45223.72,10617.08,0.2348,,0.881993107
UAE,Shoes,87.59,0.06,3.52,70.16,0.96,,48,95.44,3.1,17626.3,456,55.86,39941.4,14468.22,0.3622,,0.03156658
Oman,Apparel,90.05,0.34,3.82,72.86,0.83,100.53,20,99.9,10.4,45719.77,386,56.87,34757.49,12804.23,0.3684,,
Saudi Arabia,Apparel,87.5,0.35,3.83,34.75,0.98,75.15,45,96.65,6.4,25848.06,412,63.22,36050.22,10001.52,0.2774,,
Kuwait,Apparel,-118.55,0.45,3.73,87.43,1.17,129.74,15,60.99,12.6,20889.89,546,72.05,64729.53,25392.51,0.3923,,0.449061013
Bahrain,Apparel,128.02,1.333894765,4.17,64.1,1.04,118.74,35,83.24,5.1,13442.31,406,87.09,51975.4,16615.5,0.3197,5820,
Saudi Arabia,Shoes,91.66,0.22,3.92,24.16,0.76,106.85,68,94.4,13.7,21094.25,347,53.17,31806.43,13356.41,0.4199,937,0.151969313
Saudi Arabia,Apparel,124.33,0.41,4.41,61.94,0.93,144.79,27,76.14,9.3,25704.33,495,84.68,61542.28,19627.2,0.3189,,
Bahrain,Accessories,69.91,0.5,3.14,65.87,1.07,85.76,16,85.96,11.6,14612.78,545,51.39,38099.83,10094.6,0.265,,
